0 100 0 0
1 100 0 1
2 97 3 8
3 67 33 32
4 66 34 42
5 55 45 57
6 55 45 61
7 47 53 78
8 47 53 80
9 47 53 82
10 47 53 83
11 47 53 85
12 47 53 97
13 47 53 102
14 47 53 104
15 31 69 132
16 31 69 134
17 29 71 139
18 27 73 142
19 27 73 153
20 26 74 157
21 26 74 164
22 25 75 172
23 25 75 174
24 25 75 178
25 25 75 184
26 25 75 186
27 23 77 195
28 20 80 202
29 20 80 203
30 20 80 205
31 1 99 215
32 1 99 224
33 1 99 227
34 1 99 232
35 1 99 234
36 1 99 235
37 1 99 239
38 1 99 245
39 1 99 256
40 1 99 257
41 1 99 264
42 1 99 269
43 1 99 272
44 1 99 273
45 1 99 277
46 1 99 284
47 1 99 286
48 1 99 291
49 1 99 294
50 1 99 298
51 1 99 301
52 1 99 302
53 1 99 303
54 1 99 304
55 1 99 305
56 1 99 306
57 1 99 309
58 1 99 313
59 1 99 317
60 1 99 319
61 1 99 321
62 1 99 323
63 1 99 324
64 1 99 325
65 1 99 326
66 1 99 328
67 1 99 332
68 1 99 335
69 1 99 336
70 1 99 342
71 1 99 345
72 1 99 347
73 1 99 348
74 1 99 351
75 1 99 352
76 1 99 353
77 1 99 355
78 1 99 356
79 1 99 357
80 1 99 360
81 1 99 361
82 1 99 363
83 1 99 365
84 1 99 367
85 1 99 369
86 1 99 374
87 1 99 376
88 1 99 378
89 1 99 379
90 1 99 381
91 1 99 386
92 1 99 387
93 1 99 390
94 1 99 393
95 1 99 395
96 1 99 399
97 1 99 400
98 1 99 402
99 1 99 404
0 100 0 0
1 46 54 25
2 46 54 44
3 38 62 56
4 22 78 87
5 22 78 97
6 22 78 98
7 22 78 105
8 22 78 109
9 21 79 115
10 21 79 121
11 21 79 124
12 21 79 126
13 21 79 133
14 12 88 154
15 12 88 160
16 12 88 168
17 12 88 171
18 12 88 172
19 11 89 175
20 11 89 179
21 11 89 182
22 1 99 189
23 1 99 193
24 1 99 198
25 1 99 203
26 1 99 204
27 1 99 211
28 1 99 218
29 1 99 221
30 1 99 225
31 1 99 234
32 1 99 237
33 1 99 241
34 1 99 244
35 1 99 249
36 1 99 255
37 1 99 259
38 1 99 263
39 1 99 267
40 1 99 269
41 1 99 273
42 1 99 280
43 1 99 281
44 1 99 285
45 1 99 289
46 1 99 292
47 1 99 298
48 1 99 300
49 1 99 304
50 1 99 305
51 1 99 308
52 1 99 311
53 1 99 314
54 1 99 318
55 1 99 320
56 1 99 325
57 1 99 326
58 1 99 327
59 1 99 330
60 1 99 335
61 1 99 338
62 1 99 341
63 1 99 344
64 1 99 346
65 1 99 347
66 1 99 348
67 1 99 353
68 1 99 354
69 1 99 357
70 1 99 359
71 1 99 360
72 1 99 363
73 1 99 366
74 1 99 367
75 1 99 371
76 1 99 372
77 1 99 377
78 1 99 378
79 1 99 381
80 1 99 384
81 1 99 386
82 1 99 387
83 1 99 391
84 1 99 392
85 1 99 393
86 1 99 395
87 1 99 398
88 1 99 400
89 1 99 402
90 1 99 407
91 1 99 408
92 1 99 409
93 1 99 410
94 1 99 411
95 1 99 412
96 1 99 416
97 1 99 419
98 1 99 422
99 1 99 425
0 100 0 0
1 96 4 19
2 2 98 43
3 2 98 52
4 2 98 58
5 2 98 73
6 2 98 91
7 2 98 99
8 2 98 111
9 2 98 120
10 2 98 128
11 2 98 129
12 2 98 131
13 2 98 135
14 2 98 136
15 2 98 149
16 2 98 156
17 2 98 172
18 2 98 178
19 2 98 182
20 2 98 184
21 2 98 188
22 2 98 193
23 2 98 195
24 2 98 199
25 2 98 201
26 2 98 205
27 2 98 207
28 2 98 213
29 2 98 223
30 2 98 227
31 2 98 232
32 2 98 238
33 2 98 240
34 2 98 248
35 2 98 249
36 2 98 252
37 2 98 253
38 2 98 255
39 2 98 258
40 2 98 259
41 2 98 263
42 2 98 270
43 2 98 275
44 2 98 278
45 2 98 281
46 2 98 282
47 2 98 283
48 2 98 284
49 2 98 285
50 2 98 288
51 2 98 290
52 2 98 291
53 2 98 294
54 2 98 297
55 2 98 302
56 2 98 303
57 2 98 305
58 2 98 309
59 2 98 311
60 2 98 315
61 2 98 316
62 2 98 318
63 2 98 321
64 2 98 323
65 2 98 324
66 2 98 326
67 2 98 327
68 2 98 332
69 2 98 336
70 2 98 339
71 2 98 340
72 2 98 343
73 2 98 344
74 2 98 346
75 2 98 347
76 2 98 349
77 2 98 353
78 2 98 355
79 2 98 363
80 2 98 366
81 2 98 368
82 2 98 370
83 2 98 372
84 2 98 373
85 2 98 377
86 2 98 380
87 1 99 386
88 1 99 387
89 1 99 391
90 1 99 392
91 1 99 394
92 1 99 395
93 1 99 398
94 1 99 399
95 1 99 400
96 1 99 402
97 1 99 405
98 1 99 407
99 1 99 410
