0 50 0 0
1 22 28 11
2 13 37 24
3 12 38 27
4 12 38 41
5 12 38 45
6 12 38 59
7 12 38 61
8 12 38 74
9 12 38 76
10 12 38 79
11 12 38 82
12 12 38 84
13 11 39 87
14 9 41 93
15 9 41 97
16 8 42 101
17 8 42 102
18 8 42 107
19 8 42 108
20 7 43 112
21 1 49 121
22 1 49 123
23 1 49 127
24 1 49 128
25 1 49 131
26 1 49 132
27 1 49 137
28 1 49 139
29 1 49 140
30 1 49 143
31 1 49 146
32 1 49 150
33 1 49 152
34 1 49 155
35 1 49 158
36 1 49 159
37 1 49 162
38 1 49 163
39 1 49 164
40 1 49 167
41 1 49 170
42 1 49 173
43 1 49 174
44 1 49 178
45 1 49 181
46 1 49 182
47 1 49 184
48 1 49 187
49 1 49 190
0 50 0 0
1 50 0 4
2 3 47 20
3 3 47 33
4 3 47 44
5 3 47 48
6 3 47 58
7 3 47 61
8 3 47 63
9 3 47 73
10 3 47 77
11 3 47 81
12 3 47 85
13 3 47 95
14 3 47 98
15 3 47 99
16 3 47 101
17 3 47 107
18 3 47 110
19 3 47 114
20 3 47 116
21 3 47 117
22 3 47 118
23 3 47 120
24 3 47 122
25 3 47 123
26 3 47 133
27 3 47 141
28 3 47 149
29 3 47 152
30 1 49 160
31 1 49 163
32 1 49 167
33 1 49 172
34 1 49 175
35 1 49 176
36 1 49 179
37 1 49 180
38 1 49 181
39 1 49 182
40 1 49 184
41 1 49 185
42 1 49 187
43 1 49 189
44 1 49 192
45 1 49 193
46 1 49 195
47 1 49 196
48 1 49 198
49 1 49 200
0 50 0 0
1 46 4 8
2 34 16 28
3 28 22 40
4 26 24 50
5 19 31 58
6 17 33 65
7 15 35 75
8 15 35 79
9 14 36 84
10 14 36 88
11 7 43 92
12 7 43 104
13 7 43 108
14 7 43 112
15 7 43 113
16 7 43 114
17 7 43 118
18 7 43 120
19 1 49 128
20 1 49 129
21 1 49 131
22 1 49 134
23 1 49 141
24 1 49 142
25 1 49 143
26 1 49 145
27 1 49 147
28 1 49 148
29 1 49 151
30 1 49 156
31 1 49 158
32 1 49 159
33 1 49 161
34 1 49 165
35 1 49 169
36 1 49 173
37 1 49 178
38 1 49 182
39 1 49 183
40 1 49 189
41 1 49 192
42 1 49 196
43 1 49 197
44 1 49 199
45 1 49 204
46 1 49 205
47 1 49 208
48 1 49 210
49 1 49 212
0 50 0 0
1 3 47 16
2 3 47 24
3 3 47 25
4 3 47 45
5 3 47 53
6 3 47 55
7 3 47 57
8 3 47 61
9 3 47 64
10 3 47 65
11 3 47 69
12 3 47 71
13 3 47 79
14 3 47 80
15 3 47 82
16 3 47 92
17 3 47 97
18 3 47 101
19 2 48 112
20 2 48 114
21 2 48 115
22 2 48 120
23 2 48 125
24 2 48 129
25 2 48 138
26 2 48 144
27 2 48 147
28 2 48 148
29 2 48 155
30 2 48 156
31 1 49 160
32 1 49 162
33 1 49 167
34 1 49 170
35 1 49 176
36 1 49 177
37 1 49 183
38 1 49 185
39 1 49 186
40 1 49 187
41 1 49 189
42 1 49 191
43 1 49 195
44 1 49 197
45 1 49 199
46 1 49 200
47 1 49 204
48 1 49 205
49 1 49 207
0 50 0 0
1 48 2 2
2 47 3 14
3 46 4 19
4 12 38 46
5 12 38 51
6 12 38 55
7 8 42 67
8 8 42 71
9 8 42 78
10 8 42 83
11 8 42 85
12 8 42 86
13 7 43 92
14 7 43 97
15 1 49 102
16 1 49 107
17 1 49 115
18 1 49 118
19 1 49 119
20 1 49 120
21 1 49 121
22 1 49 122
23 1 49 125
24 1 49 128
25 1 49 129
26 1 49 130
27 1 49 134
28 1 49 136
29 1 49 141
30 1 49 145
31 1 49 146
32 1 49 149
33 1 49 152
34 1 49 156
35 1 49 157
36 1 49 158
37 1 49 163
38 1 49 166
39 1 49 167
40 1 49 172
41 1 49 173
42 1 49 174
43 1 49 176
44 1 49 178
45 1 49 180
46 1 49 182
47 1 49 187
48 1 49 188
49 1 49 189
0 50 0 0
1 48 2 12
2 46 4 24
3 1 49 30
4 1 49 37
5 1 49 44
6 1 49 50
7 1 49 54
8 1 49 59
9 1 49 62
10 1 49 68
11 1 49 73
12 1 49 76
13 1 49 84
14 1 49 85
15 1 49 94
16 1 49 96
17 1 49 102
18 1 49 105
19 1 49 107
20 1 49 112
21 1 49 114
22 1 49 115
23 1 49 117
24 1 49 118
25 1 49 123
26 1 49 126
27 1 49 130
28 1 49 131
29 1 49 133
30 1 49 134
31 1 49 135
32 1 49 136
33 1 49 138
34 1 49 141
35 1 49 143
36 1 49 147
37 1 49 149
38 1 49 151
39 1 49 154
40 1 49 159
41 1 49 160
42 1 49 165
43 1 49 169
44 1 49 171
45 1 49 174
46 1 49 175
47 1 49 178
48 1 49 180
49 1 49 181
0 50 0 0
1 36 14 15
2 31 19 30
3 31 19 32
4 31 19 38
5 27 23 49
6 27 23 52
7 27 23 55
8 25 25 65
9 21 29 73
10 21 29 79
11 16 34 83
12 16 34 87
13 16 34 91
14 16 34 94
15 16 34 95
16 16 34 99
17 1 49 106
18 1 49 109
19 1 49 116
20 1 49 120
21 1 49 121
22 1 49 126
23 1 49 130
24 1 49 132
25 1 49 133
26 1 49 136
27 1 49 138
28 1 49 140
29 1 49 142
30 1 49 145
31 1 49 149
32 1 49 150
33 1 49 153
34 1 49 154
35 1 49 155
36 1 49 157
37 1 49 158
38 1 49 161
39 1 49 164
40 1 49 166
41 1 49 170
42 1 49 172
43 1 49 175
44 1 49 177
45 1 49 179
46 1 49 180
47 1 49 182
48 1 49 183
49 1 49 184
0 50 0 0
1 50 0 1
2 6 44 25
3 6 44 40
4 6 44 41
5 6 44 50
6 6 44 53
7 6 44 58
8 4 46 68
9 4 46 79
10 3 47 83
11 3 47 90
12 3 47 98
13 2 48 100
14 2 48 108
15 2 48 109
16 2 48 115
17 2 48 121
18 1 49 125
19 1 49 127
20 1 49 128
21 1 49 129
22 1 49 131
23 1 49 132
24 1 49 136
25 1 49 143
26 1 49 146
27 1 49 150
28 1 49 155
29 1 49 160
30 1 49 164
31 1 49 165
32 1 49 170
33 1 49 172
34 1 49 174
35 1 49 175
36 1 49 176
37 1 49 178
38 1 49 179
39 1 49 183
40 1 49 184
41 1 49 186
42 1 49 188
43 1 49 189
44 1 49 190
45 1 49 194
46 1 49 196
47 1 49 198
48 1 49 201
49 1 49 203
0 50 0 0
1 50 0 2
2 1 49 21
3 1 49 28
4 1 49 31
5 1 49 35
6 1 49 47
7 1 49 56
8 1 49 58
9 1 49 61
10 1 49 63
11 1 49 68
12 1 49 75
13 1 49 76
14 1 49 78
15 1 49 79
16 1 49 91
17 1 49 92
18 1 49 96
19 1 49 97
20 1 49 103
21 1 49 106
22 1 49 107
23 1 49 115
24 1 49 116
25 1 49 118
26 1 49 121
27 1 49 124
28 1 49 128
29 1 49 133
30 1 49 136
31 1 49 139
32 1 49 142
33 1 49 145
34 1 49 148
35 1 49 149
36 1 49 153
37 1 49 156
38 1 49 160
39 1 49 164
40 1 49 165
41 1 49 166
42 1 49 171
43 1 49 175
44 1 49 179
45 1 49 182
46 1 49 183
47 1 49 185
48 1 49 188
49 1 49 189
0 50 0 0
1 29 21 20
2 29 21 23
3 29 21 29
4 29 21 31
5 29 21 36
6 29 21 45
7 29 21 46
8 28 22 50
9 28 22 54
10 28 22 56
11 26 24 63
12 24 26 67
13 23 27 75
14 23 27 78
15 23 27 79
16 22 28 82
17 20 30 90
18 20 30 94
